dteday,yr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,is_summer,is_fall,is_winter,mnth_cos,mnth_sin,weekday_cos,weekday_sin
2011-02-17,0,0,1,1,17.869153,21.4329,50.5,15.416968,2475,0,0,0,0.5000000000000001,0.5000000000000001,-0.2225209339563146,-0.2225209339563146
2011-02-18,0,0,1,1,21.388347,25.599149999999998,51.6667,17.749975000000003,2927,0,0,0,0.5000000000000001,0.5000000000000001,0.6234898018587334,0.6234898018587334
2011-02-19,0,0,0,1,16.365847,19.5702,18.7917,34.000021,1635,0,0,0,0.5000000000000001,0.5000000000000001,1.0,1.0
2011-02-20,0,0,0,1,11.693897,13.8665,40.7826,14.956745,1812,0,0,0,0.5000000000000001,0.5000000000000001,0.6234898018587336,0.6234898018587336
2011-02-21,0,1,0,2,12.436653000000002,14.203750000000001,60.5,20.625682,1107,0,0,0,0.5000000000000001,0.5000000000000001,-0.22252093395631434,-0.22252093395631434
2011-02-22,0,0,1,1,7.471102,9.30165,57.7778,13.110761,1450,0,0,0,0.5000000000000001,0.5000000000000001,-0.900968867902419,-0.900968867902419
2011-02-23,0,0,1,1,9.091299,12.28585,42.3043,6.3055710000000005,1917,0,0,0,0.5000000000000001,0.5000000000000001,-0.9009688679024191,-0.9009688679024191
2011-02-24,0,0,1,2,12.121732000000002,14.459549999999998,69.7391,16.783231999999998,1807,0,0,0,0.5000000000000001,0.5000000000000001,-0.2225209339563146,-0.2225209339563146
2011-02-25,0,0,1,2,14.938268,17.52305,71.2174,23.218113,1461,0,0,0,0.5000000000000001,0.5000000000000001,0.6234898018587334,0.6234898018587334
2011-02-26,0,0,0,1,11.5825,14.1096,53.7917,12.500257,1969,0,0,0,0.5000000000000001,0.5000000000000001,1.0,1.0
2011-02-27,0,0,0,1,14.082598,17.55545,68.0,8.391615999999999,2402,0,0,0,0.5000000000000001,0.5000000000000001,0.6234898018587336,0.6234898018587336
2011-02-28,0,0,1,2,16.698193,20.005899999999997,87.63640000000001,19.408962,1446,0,0,0,0.5000000000000001,0.5000000000000001,-0.22252093395631434,-0.22252093395631434
2011-03-01,0,0,1,1,10.933347,13.19395,53.5,14.500475,1851,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.900968867902419,-0.900968867902419
2011-03-02,0,0,1,1,13.735000000000001,16.00355,44.9583,20.624811,2134,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.9009688679024191,-0.9009688679024191
2011-03-03,0,0,1,1,8.131653,10.00665,31.833299999999998,15.125518000000001,1685,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.2225209339563146,-0.2225209339563146
2011-03-04,0,0,1,2,10.728347,12.783949999999999,61.0417,13.624182,1944,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587334,0.6234898018587334
2011-03-05,0,0,0,2,15.750846999999998,18.93895,78.91669999999999,16.875357,2077,0,0,0,6.123233995736766e-17,6.123233995736766e-17,1.0,1.0
2011-03-06,0,0,0,2,15.437402,18.3126,94.8261,23.000229,605,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587336,0.6234898018587336
2011-03-07,0,0,1,1,10.731299,11.92305,55.1304,22.870584,1872,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.22252093395631434,-0.22252093395631434
2011-03-08,0,0,1,1,11.9925,15.120000000000001,42.0833,8.083549999999999,2133,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.900968867902419,-0.900968867902419
2011-03-09,0,0,1,2,12.129153,14.3304,77.5417,14.750050000000002,1891,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.9009688679024191,-0.9009688679024191
2011-03-10,0,0,1,3,15.952731,19.2834,0.0,17.545759,623,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.2225209339563146,-0.2225209339563146
2011-03-11,0,0,1,2,12.977402000000001,15.25,64.95649999999999,15.60899,1977,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587334,0.6234898018587334
2011-03-12,0,0,0,1,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,2132,0,0,0,6.123233995736766e-17,6.123233995736766e-17,1.0,1.0
2011-03-13,0,0,0,1,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,2417,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587336,0.6234898018587336
2011-03-14,0,0,1,1,13.333896999999999,16.6,49.695699999999995,9.174042,2046,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.22252093395631434,-0.22252093395631434
2011-03-15,0,0,1,2,13.013031,15.908900000000001,65.5652,12.348703,2056,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.900968867902419,-0.900968867902419
2011-03-16,0,0,1,2,14.973897000000001,18.3465,77.65220000000001,13.608839,2192,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.9009688679024191,-0.9009688679024191
2011-03-17,0,0,1,1,17.015,20.51665,60.291700000000006,14.041792999999998,2744,0,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.2225209339563146,-0.2225209339563146
2011-03-18,0,0,1,1,22.14,26.35045,52.5217,15.478139,3239,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587334,0.6234898018587334
2011-03-19,0,0,0,1,19.3725,23.32625,37.9167,24.667189,3117,0,0,0,6.123233995736766e-17,6.123233995736766e-17,1.0,1.0
2011-03-20,0,0,0,1,13.6325,16.287499999999998,47.375,13.917307,2471,0,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587336,0.6234898018587336
2011-03-21,0,0,1,2,17.647835,20.48675,73.73910000000001,19.348461,2077,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.22252093395631434,-0.22252093395631434
2011-03-22,0,0,1,1,18.108347,22.0321,62.4583,15.125250000000001,2703,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.900968867902419,-0.900968867902419
2011-03-23,0,0,1,2,14.225237,16.89695,83.9565,15.695487,2121,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.9009688679024191,-0.9009688679024191
2011-03-24,0,0,1,2,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,1865,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.2225209339563146,-0.2225209339563146
2011-03-25,0,0,1,1,10.830846999999999,12.8156,49.5,15.458575000000002,2210,1,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587334,0.6234898018587334
2011-03-26,0,0,0,1,10.899153,12.87855,39.4167,14.041257,2496,1,0,0,6.123233995736766e-17,6.123233995736766e-17,1.0,1.0
2011-03-27,0,0,0,2,10.374763000000002,12.51695,49.3913,12.348099999999999,1693,1,0,0,6.123233995736766e-17,6.123233995736766e-17,0.6234898018587336,0.6234898018587336
2011-03-28,0,0,1,1,10.838268000000001,12.878700000000002,30.2174,14.217668,2028,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.22252093395631434,-0.22252093395631434
2011-03-29,0,0,1,1,12.4025,14.6454,31.4167,15.208732,2425,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.900968867902419,-0.900968867902419
2011-03-30,0,0,1,2,12.299999999999999,14.8675,64.6667,11.583495999999998,1536,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.9009688679024191,-0.9009688679024191
2011-03-31,0,0,1,3,11.001653,12.87875,91.8333,14.582282000000001,1685,1,0,0,6.123233995736766e-17,6.123233995736766e-17,-0.2225209339563146,-0.2225209339563146
2011-04-01,0,0,1,2,12.299999999999999,14.172699999999999,68.625,17.333436,2227,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587334,0.6234898018587334
2011-04-02,0,0,0,2,12.915000000000001,15.78185,65.375,13.208782,2252,1,0,0,-0.4999999999999998,-0.4999999999999998,1.0,1.0
2011-04-03,0,0,0,1,15.511652999999999,18.93835,48.0,12.208271000000002,3249,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587336,0.6234898018587336
2011-04-04,0,0,1,1,23.506653,27.14645,42.625,25.833257,3115,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.22252093395631434,-0.22252093395631434
2011-04-05,0,0,1,2,16.980847,19.9175,64.2083,26.000488999999998,1795,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.900968867902419,-0.900968867902419
2011-04-06,0,0,1,1,16.024153,19.3804,47.0833,17.625221,2808,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.9009688679024191,-0.9009688679024191
2011-04-07,0,0,1,1,17.9375,21.684800000000003,60.291700000000006,10.874904,3141,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.2225209339563146,-0.2225209339563146
2011-04-08,0,0,1,2,13.769153,16.223950000000002,83.625,15.208464,1471,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587334,0.6234898018587334
2011-04-09,0,0,0,2,14.0425,17.07645,87.75,8.916561,2455,1,0,0,-0.4999999999999998,-0.4999999999999998,1.0,1.0
2011-04-10,0,0,0,2,17.493347,21.33685,85.75,9.833389,2895,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587336,0.6234898018587336
2011-04-11,0,0,1,2,24.421732,28.260849999999998,71.6956,21.739758,3348,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.22252093395631434,-0.22252093395631434
2011-04-12,0,0,1,2,20.6025,24.6527,73.9167,18.416892999999998,2034,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.900968867902419,-0.900968867902419
2011-04-13,0,0,1,2,16.912499999999998,20.864150000000002,81.91669999999999,16.791338999999997,2162,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.9009688679024191,-0.9009688679024191
2011-04-14,0,0,1,1,19.1675,23.1371,54.041700000000006,7.4169,3267,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.2225209339563146,-0.2225209339563146
2011-04-15,0,1,0,1,18.313347,22.09565,67.125,15.167124999999999,3126,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587334,0.6234898018587334
2011-04-16,0,0,0,3,17.664153000000002,21.2746,88.83330000000001,22.834136,795,1,0,0,-0.4999999999999998,-0.4999999999999998,1.0,1.0
2011-04-17,0,0,0,1,18.723347,22.2848,47.9583,20.334232,3744,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587336,0.6234898018587336
2011-04-18,0,0,1,1,21.0125,25.1573,54.25,10.958988999999999,3429,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.22252093395631434,-0.22252093395631434
2011-04-19,0,0,1,2,20.739152999999998,24.4629,66.5833,10.584057,3204,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.900968867902419,-0.900968867902419
2011-04-20,0,0,1,1,24.395,28.2196,61.4167,16.208975,3944,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.9009688679024191,-0.9009688679024191
2011-04-21,0,0,1,1,18.825847,22.6946,40.708299999999994,21.792286,4189,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.2225209339563146,-0.2225209339563146
2011-04-22,0,0,1,2,13.803347,16.0977,72.9583,14.707906999999999,1683,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587334,0.6234898018587334
2011-04-23,0,0,0,2,18.86,22.50605,88.79169999999999,15.458575000000002,4036,1,0,0,-0.4999999999999998,-0.4999999999999998,1.0,1.0
2011-04-24,0,0,0,2,23.848347,27.58815,81.08330000000001,12.875725000000001,4191,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587336,0.6234898018587336
2011-04-25,0,0,1,1,24.873347,28.725,77.6667,12.417311,4073,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.22252093395631434,-0.22252093395631434
2011-04-26,0,0,1,1,25.898346999999998,29.704150000000002,72.9167,21.875500000000002,4400,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.900968867902419,-0.900968867902419
2011-04-27,0,0,1,2,25.419999999999998,28.7571,83.54169999999999,20.917399999999997,3872,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.9009688679024191,-0.9009688679024191
2011-04-28,0,0,1,2,25.317500000000003,28.946450000000002,70.08330000000001,21.500836000000003,4058,1,0,0,-0.4999999999999998,-0.4999999999999998,-0.2225209339563146,-0.2225209339563146
2011-04-29,0,0,1,1,20.91,24.87315,45.7083,16.084221,4595,1,0,0,-0.4999999999999998,-0.4999999999999998,0.6234898018587334,0.6234898018587334
2011-04-30,0,0,0,1,19.3725,23.201050000000002,50.3333,15.750025,5312,1,0,0,-0.4999999999999998,-0.4999999999999998,1.0,1.0
2011-05-01,0,0,0,2,18.518347,22.4102,76.2083,7.125718,3351,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587336,0.6234898018587336
2011-05-02,0,0,1,2,22.515846999999997,26.64165,73.0,12.291418,4401,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.22252093395631434,-0.22252093395631434
2011-05-03,0,0,1,2,25.283347,29.10395,69.7083,22.958689,4451,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.900968867902419,-0.900968867902419
2011-05-04,0,0,1,2,16.980847,20.2325,73.70830000000001,22.042732,2633,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.9009688679024191,-0.9009688679024191
2011-05-05,0,0,1,1,18.825847,22.09585,44.4167,19.791263999999998,4433,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.2225209339563146,-0.2225209339563146
2011-05-06,0,0,1,1,19.645847,23.70585,59.0,15.292482,4608,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587334,0.6234898018587334
2011-05-07,0,0,0,1,21.32,25.63105,54.125,10.750150000000001,4714,1,0,0,-0.8660254037844387,-0.8660254037844387,1.0,1.0
2011-05-08,0,0,0,1,21.661653,25.946649999999998,63.1667,5.0007125,4333,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587336,0.6234898018587336
2011-05-09,0,0,1,1,21.8325,26.2623,58.875,11.792,4362,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.22252093395631434,-0.22252093395631434
2011-05-10,0,0,1,1,21.8325,26.13605,48.9167,7.749956999999999,4803,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.900968867902419,-0.900968867902419
2011-05-11,0,0,1,1,22.2425,26.419999999999998,63.29169999999999,8.083014,4182,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.9009688679024191,-0.9009688679024191
2011-05-12,0,0,1,1,21.935000000000002,26.16815,74.75,12.707689,4864,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.2225209339563146,-0.2225209339563146
2011-05-13,0,0,1,2,21.0125,24.715,86.33330000000001,12.041575,4105,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587334,0.6234898018587334
2011-05-14,0,0,0,2,21.354153,25.03145,92.25,9.041649999999999,3409,1,0,0,-0.8660254037844387,-0.8660254037844387,1.0,1.0
2011-05-15,0,0,0,2,23.0625,26.8,86.70830000000001,10.249593,4553,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587336,0.6234898018587336
2011-05-16,0,0,1,1,23.677500000000002,27.5256,78.79169999999999,8.500357000000001,3958,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.22252093395631434,-0.22252093395631434
2011-05-17,0,0,1,2,23.028347,26.926450000000003,83.7917,18.582718,4123,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.900968867902419,-0.900968867902419
2011-05-18,0,0,1,2,22.55,26.3579,87.0,13.499964,3855,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.9009688679024191,-0.9009688679024191
2011-05-19,0,0,1,2,21.764153,25.537100000000002,82.9583,7.250271000000001,4575,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.2225209339563146,-0.2225209339563146
2011-05-20,0,0,1,1,22.003347,26.4521,71.9583,8.375871,4917,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587334,0.6234898018587334
2011-05-21,0,0,0,1,24.7025,28.59875,62.6667,8.083549999999999,5805,1,0,0,-0.8660254037844387,-0.8660254037844387,1.0,1.0
2011-05-22,0,0,0,1,24.770847,28.725,74.9583,9.916536,4660,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587336,0.6234898018587336
2011-05-23,0,0,1,2,25.898346999999998,29.5148,81.0,15.667413999999999,4274,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.22252093395631434,-0.22252093395631434
2011-05-24,0,0,1,2,27.060000000000002,30.240650000000002,74.0833,13.875164,4492,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.900968867902419,-0.900968867902419
2011-05-25,0,0,1,1,27.094153,30.7771,69.625,10.333611000000001,4978,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.9009688679024191,-0.9009688679024191
2011-05-26,0,0,1,1,29.041653,32.7344,67.75,13.376014,4677,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.2225209339563146,-0.2225209339563146
2011-05-27,0,0,1,1,27.948347000000002,31.8504,65.375,16.125493,4679,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587334,0.6234898018587334
2011-05-28,0,0,0,1,26.889153,30.61895,72.9583,15.416164,4758,1,0,0,-0.8660254037844387,-0.8660254037844387,1.0,1.0
2011-05-29,0,0,0,1,27.3675,30.777500000000003,81.875,14.333846,4788,1,0,0,-0.8660254037844387,-0.8660254037844387,0.6234898018587336,0.6234898018587336
2011-05-30,0,1,0,1,30.066653000000002,33.5546,68.5,8.792075,4098,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.22252093395631434,-0.22252093395631434
2011-05-31,0,0,1,1,31.775000000000002,36.26915,63.6667,7.459042999999999,3982,1,0,0,-0.8660254037844387,-0.8660254037844387,-0.900968867902419,-0.900968867902419
2011-06-01,0,0,1,2,31.330847000000002,36.04835,67.7083,13.875164,3974,1,0,0,-1.0,-1.0,-0.9009688679024191,-0.9009688679024191
2011-06-02,0,0,1,1,29.314999999999998,32.1971,30.5,19.583229000000003,4968,1,0,0,-1.0,-1.0,-0.2225209339563146,-0.2225209339563146
2011-06-03,0,0,1,1,25.419999999999998,29.356650000000002,35.4167,16.959107,5312,1,0,0,-1.0,-1.0,0.6234898018587334,0.6234898018587334
2011-06-04,0,0,0,1,26.035,29.7348,45.625,8.250514,5342,1,0,0,-1.0,-1.0,1.0,1.0
2011-06-05,0,0,0,2,26.581653000000003,30.8402,65.25,9.292364000000001,4906,1,0,0,-1.0,-1.0,0.6234898018587336,0.6234898018587336
2011-06-06,0,0,1,1,27.811653,31.0929,60.0,8.167032,4548,1,0,0,-1.0,-1.0,-0.22252093395631434,-0.22252093395631434
2011-06-07,0,0,1,1,29.0075,32.7975,59.791700000000006,12.583136,4833,1,0,0,-1.0,-1.0,-0.900968867902419,-0.900968867902419
2011-06-08,0,0,1,1,31.809153,36.36395,62.20830000000001,9.166739,4401,1,0,0,-1.0,-1.0,-0.9009688679024191,-0.9009688679024191
2011-06-09,0,0,1,2,33.141653,37.87895,56.833299999999994,10.042161,3915,1,0,0,-1.0,-1.0,-0.2225209339563146,-0.2225209339563146
2011-06-10,0,0,1,1,30.955000000000002,35.1646,60.5,9.417118,4586,1,0,0,-1.0,-1.0,0.6234898018587334,0.6234898018587334
2011-06-11,0,0,0,1,29.724999999999998,33.901900000000005,65.45830000000001,10.374949999999998,4966,1,0,0,-1.0,-1.0,1.0,1.0
2011-06-12,0,0,0,1,28.392500000000002,32.166250000000005,74.7917,10.958988999999999,4460,1,0,0,-1.0,-1.0,0.6234898018587336,0.6234898018587336
2011-06-13,0,0,1,1,26.035,30.082700000000003,49.4583,20.45845,5020,1,0,0,-1.0,-1.0,-0.22252093395631434,-0.22252093395631434
2011-06-14,0,0,1,1,24.770847,29.5773,50.708299999999994,18.041961,4891,1,0,0,-1.0,-1.0,-0.900968867902419,-0.900968867902419
2011-06-15,0,0,1,1,25.693347,29.3877,47.1667,11.250104,5180,1,0,0,-1.0,-1.0,-0.9009688679024191,-0.9009688679024191
